Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,MS2,Reference Ion,"Group Area: Control, Sample","Group Area: Dosed, Sample","Group CV [%]: Control, Sample","Group CV [%]: Dosed, Sample","Ratio: (Dosed, Sample) / (Control, Sample)","Log2 Fold Change: (Dosed, Sample) / (Control, Sample)","P-value: (Dosed, Sample) / (Control, Sample)","Adj. P-value: (Dosed, Sample) / (Control, Sample)",Peak Rating (Max.),Peak Rating: 5weeks_1_nonpolar_neg.raw (F1),Peak Rating: 5weeks_2_nonpolar_neg.raw (F2),Peak Rating: 5weeks_3_nonpolar_neg.raw (F3),Peak Rating: 5weeks_4_nonpolar_neg.raw (F4),Peak Rating: 8weeks_1_nonpolar_neg.raw (F9),Peak Rating: 8weeks_2_nonpolar_neg.raw (F10),Peak Rating: 8weeks_3_nonpolar_neg.raw (F11),Peak Rating: 8weeks_4_nonpolar_neg.raw (F12),Peak Rating: 12weeks_1__nonpolar_neg.raw (F17),Peak Rating: 12weeks_2_nonpolar_neg.raw (F18),Peak Rating: 12weeks_3_nonpolar_neg.raw (F19),Peak Rating: 12weeks_4_nonpolar_neg.raw (F20),Peak Rating: 5weeks_9_nonpolar_neg.raw (F5),Peak Rating: 5weeks_10_nonpolar_neg.raw (F6),Peak Rating: 5weeks_11_nonpolar_neg.raw (F7),Peak Rating: 5weeks_12_nonpolar_neg.raw (F8),Peak Rating: 8weeks_9_nonpolar_neg.raw (F13),Peak Rating: 8weeks_10_nonpolar_neg.raw (F14),Peak Rating: 8weeks_11_nonpolar_neg.raw (F15),Peak Rating: 8weeks_12_nonpolar_neg.raw (F16),Peak Rating: 12weeks_9_nonpolar_neg.raw (F21),Peak Rating: 12weeks_10_nonpolar_neg.raw (F22),Peak Rating: 12weeks_11_nonpolar_neg.raw (F23),Peak Rating: 12weeks_12_nonpolar_neg.raw (F24),Peak Rating: Blk8_nonpolar_neg.raw (F25),Peak Rating: Blk9_nonpolar_neg.raw (F26),Peak Rating: Blk10_nonpolar_neg.raw (F27),Peak Rating: Blk11_nonpolar_neg.raw (F28),Peak Rating: Blk12_nonpolar_neg.raw (F29),Peak Rating: Blk13_nonpolar_neg.raw (F30),Peak Rating: Blk14_nonpolar_neg.raw (F31)
,FALSE,,C33 H72 N3 P3,Full match,No results,No results,No results,-7.96,603.48911,602.48183,13.008,495401517.7,0,0,,,,DDA for preferred ion,[M-H]-1,132274262.5,55109252.87,86.19193207,114.9160766,0.417,-1.26,0.028940296,0.368036977,6.6,5.8,6.6,6.2,6.6,6.2,5.8,6.2,5.8,6.2,5.8,5.8,6.6,5.8,5.1,6.6,6.6,6.6,6.2,6.2,6.6,,,,,,,,,,,
,FALSE,,C25 H47 N9 O6,Full match,No results,No results,No results,6.94,569.36888,568.3616,4.19,490082405.6,0,0,,,,DDA for preferred ion,[M-H]-1,210875020,183136511.1,50.336656,66.50216036,0.868,-0.2,0.960325942,0.992659874,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.2,6.6,5.8,6.6,6.6,5.8,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,,,,,,,
,FALSE,3-Hydroxybutyric acid,C4 H8 O3,Full match,Full match,No results,Not the top hit,0.09,104.04735,103.04008,10.465,479116532.2,28,2,83.9,9.2,,DDA for preferred ion,[M-H]-1,20684992.21,18835036.71,108.0084307,227.1600723,0.911,-0.14,0.304532691,0.789746243,7,,5.8,2.8,,1.3,,1.7,4.7,2.4,,,,1.7,,,,,,7,1.3,2.4,,3.9,,,,2.4,,1.3,,
,FALSE,3-Hydroxybutyric acid,C4 H8 O3,Full match,Full match,No results,Not the top hit,0.13,104.04736,103.0401,10.597,479116532.2,28,2,84,9.2,,DDA for preferred ion,[M-H]-1,52980787.19,43071667.24,71.98991286,169.7894459,0.813,-0.3,0.330714003,0.807310732,6.2,,6.2,2.8,,1.3,,1.7,5.8,2.4,,,,1.7,,3.9,,,1.7,5.1,,2.4,,0.9,2.8,,3.6,3.2,,,,
,FALSE,,,No results,No results,No results,No results,,224.80548,223.79821,14.127,478194753.8,0,0,,,,DDA for preferred ion,[M-H]-1,179578222.8,158392939.8,50.84552168,34.26853068,0.882,-0.18,0.42240612,0.847923542,3.7,1.7,1.7,0.9,,2.8,2.8,,2.8,,2.8,1.7,2.4,1.4,3.7,3.7,2.6,3.3,2.2,2.2,2.9,,,1.4,2.2,,,,,,,
,FALSE,Trifluoroacetic acid,C2 H F3 O2,No results,No results,No results,Full match,0.36,113.9929,112.98563,1.03,477625191.3,1,0,,,,DDA for preferred ion,[M-H]-1,188310692.1,178477719.6,44.05602926,13.71690173,0.948,-0.08,0.25490355,0.746876695,8.6,3.9,5.8,6.6,5.1,5.5,6.2,5.8,6.2,5.1,4.7,5.1,6.2,8.2,7.9,8.6,8.2,7.5,8.2,7.9,7.9,8.2,8.6,8.2,8.2,,2.8,,,,,2.4
,FALSE,,C10 H16 N O7 P,Full match,No results,No results,No match,7.81,293.06873,292.06145,29.559,465790182.1,2,0,,,,No MS2,[M-H]-1,1172344.333,2074581.666,156.5637588,279.5252956,1.77,0.82,0.291195115,0.782199559,5.4,,3.3,,,2,,,,,,,,1.7,,,,,,4.1,,,3.2,2.4,,5.4,,,,,,2.4
,FALSE,,C23 H46 N O6 P,Full match,No results,No results,No match,-0.98,463.30582,462.29855,3.242,459498346,1,0,,,,DDA for preferred ion,[M-H]-1,135707337.9,112344124.4,70.80466257,73.60864715,0.828,-0.27,0.850977489,0.977386799,7,6.6,6.6,7,7,6.6,6.6,7,6.6,6.6,6.6,6.6,6.6,6.6,6.2,6.6,6.6,6.6,6.6,7,6.6,7,6.6,6.6,6.6,,,,,,,
,FALSE,,C19 H44 N7 O5 P,Full match,No results,No results,No match,4.85,481.31649,462.29865,3.238,459498346,4,0,,,,DDA for preferred ion,[M-H-H2O]-1,135707337.9,112344124.4,70.80466257,73.60864715,0.828,-0.27,0.850977489,0.977386799,7,6.6,6.6,7,7,6.6,6.6,7,6.6,6.6,6.6,6.6,6.6,6.6,6.2,6.6,6.6,6.6,6.6,7,6.6,7,6.6,6.6,6.6,,,,,,,
,FALSE,,C28 H53 O9 P,Full match,No results,No results,No match,-1.12,564.34209,563.33481,4.54,446992888.1,2,0,,,,DDA for preferred ion,[M-H]-1,199439907.5,274522207.8,72.52047594,35.70564842,1.376,0.46,0.101981709,0.576551368,7.1,5.8,6.2,5.1,6.2,6.2,6.6,6.6,6.6,6.6,6.6,5.8,6.2,6.7,6.7,7.1,6,7.1,7.1,7.1,7.1,6.7,6.7,7.1,6.7,,,,,,,
,FALSE,,,No results,No results,No results,No results,,196.81817,195.81089,29.027,445869682.4,0,0,,,,No MS2,[M-H]-1,76868777.12,70008533.02,96.09879347,107.213999,0.911,-0.13,0.925510095,0.986504413,6.4,,,,,,1.3,,,,,3.6,2,,,1.3,,,,,,2.8,,,,,6.4,,5.1,,,
,FALSE,3-Hydroxybutyric acid,C4 H8 O3,Full match,Full match,No results,Not the top hit,0.26,104.04737,103.04008,9.194,443357743.5,28,2,83.5,9.2,,DDA for preferred ion,[M-H]-1,75666639.08,47682133.31,114.9749614,55.58495157,0.63,-0.67,0.224265661,0.726944556,5.8,2.8,2.8,2.4,1.7,,,3.6,,,,5.8,1.3,,,3.2,,4.3,3.9,2.8,,,,3.2,,2.8,,1.3,5.5,3.9,,
,FALSE,,C25 H36 N6 O4,Full match,No results,No results,No match,-0.21,484.2797,483.27242,2.841,439812787.9,1,0,,,,DDA for preferred ion,[M-H]-1,158161107.9,184006201.9,60.20113454,47.18113928,1.163,0.22,0.29525427,0.784353856,7,6.6,6.6,6.2,6.2,6.6,7,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.2,7,6.6,6.6,6.6,6.6,6.6,6.6,6.6,,,,,,,
,FALSE,(2R)-1-(Octanoyloxy)-3-(phosphonooxy)-2-propanyl tridecanoate,C24 H47 O8 P,Full match,No results,No results,Full match,-0.73,494.30049,493.29322,3.424,435269379.1,3,0,,,,DDA for preferred ion,[M-H]-1,142417380.2,253597629.3,58.95173869,38.28038412,1.781,0.83,0.013069226,0.264615807,7.5,5.1,6.2,5.8,6.2,6.2,6.2,6.2,6.2,6.2,6.6,6.2,6.2,7.1,7.1,6.3,6.7,7.5,7.5,6.7,7.1,7.5,7.1,7.1,7.1,,,,,,,
,FALSE,,C H Br Cl N O4,Full match,No results,No results,No results,-7.4,204.87623,203.86895,32.004,433793642.9,0,0,,,,DDA for preferred ion,[M-H]-1,131122440.7,134448463.2,59.62457261,48.00316705,1.025,0.04,0.625061609,0.922720414,7.6,2.4,,,2.8,,,,,,3.2,,,,,,,4.3,3.6,4.3,,3.9,,,,3.4,,,,,,7.6
,FALSE,3-Bromopropyne,C3 H3 Br,No results,No results,No results,Full match,-0.28,117.94178,116.9345,32.897,431408628.7,2,0,,,,DDA for preferred ion,[M-H]-1,90105215.42,88469588.21,57.32870086,87.37903922,0.982,-0.03,0.959451026,0.992325345,5.5,,2.8,,,,,,5.5,2,1.7,,,,,,,5.1,,,,3.2,2,,4.3,,,3.6,5.1,,,3.2
,FALSE,3-Hydroxybutyric acid,C4 H8 O3,Full match,Full match,No results,Not the top hit,0.19,104.04736,103.04009,31.982,424395340.9,28,2,81.2,9.1,,DDA for preferred ion,[M-H]-1,31438694.91,19940356.06,125.0444079,112.3039727,0.634,-0.66,0.078135766,0.523770354,5.5,4.7,1.3,2,,,1.3,,1.7,,5.5,,,,,,4.3,,,,2.4,3.6,,,4.3,,,,,,,5.5
,FALSE,3-Hydroxybutyric acid,C4 H8 O3,Full match,Full match,No results,Not the top hit,0.4,104.04739,103.04011,32.113,424395340.9,28,2,83.8,9.2,,DDA for preferred ion,[M-H]-1,43118104.78,32509367.01,124.3966182,88.67166645,0.754,-0.41,0.075116837,0.513257897,5.1,4.7,,2,,,1.3,,1.7,,5.1,,,,,,,4.7,,,2.4,4.7,,,,,4.3,,4.7,,,3.2
,FALSE,Lauric Anhydride,C24 H46 O3,Full match,No results,No results,Full match,-0.56,382.34448,381.3372,15.305,423906834.3,2,0,,,,No MS2,[M-H]-1,110470119.2,92466536.16,73.04423878,42.8496592,0.837,-0.26,0.094822713,0.561038021,4.7,,,,,,,,4.7,,,,,,,,,,,,4.7,,,,,,,,,,,
,FALSE,dilauryl succinate,C28 H54 O4,Full match,No results,No results,Full match,-0.98,454.40176,453.39449,13.94,414932964.2,57,0,,,,DDA for preferred ion,[M-H]-1,24214387.15,66627777.55,120.8769491,101.4975884,2.752,1.46,0.021859059,0.328330035,7,6.2,6.2,6.2,6.6,,,,,4.7,6.2,6.6,7,6.6,5.1,5.8,5.2,6.6,6.6,6.6,6.6,6.6,6.6,6.2,6.2,,,,,,,
,FALSE,,C34 H52 O10 P2,Full match,No results,No results,No results,-0.74,682.30306,681.29579,2.851,409862659,0,0,,,,DDA for preferred ion,[M-H]-1,165536600.5,139390401.6,43.19363828,52.11131423,0.842,-0.25,0.335840953,0.810113908,7,7,6.6,6.6,6.6,7,7,5.8,7,7,7,6.6,7,7,6.2,7,6.6,7,7,7,7,6.6,6.6,6.6,6.6,,,,,,,
,FALSE,,C18 H42 N9 O6 P,Full match,No results,No results,No results,-1.53,511.29878,510.29151,3.091,406127262,0,0,,,,No MS2,[M-H]-1,56561443.88,113577131.8,60.0013929,80.72608342,2.008,1.01,0.043823438,0.435156225,7,5.1,6.2,5.5,5.5,6.2,5.8,4.3,5.1,6.2,5.8,5.1,6.6,6.6,6.6,6.6,5.8,7,6.6,6.6,6.2,6.6,,,6.6,,,,,,,
,FALSE,,C44 H76 N2 O9,Full match,No results,No results,No match,1.53,776.55627,775.54899,15.242,403910310.7,5,0,,,,DDA for preferred ion,[M-H]-1,149942362.6,110614960.5,68.29558215,54.9650575,0.738,-0.44,0.639411772,0.925362129,7,6.6,5.8,5.5,7,6.2,6.6,6.6,6.6,6.6,6.6,6.6,7,6.6,6.6,6.2,6.2,6.2,6.6,6.6,6.6,6.6,6.2,6.2,6.6,,,,,,,
,FALSE,3-Hydroxybutyric acid,C4 H8 O3,Full match,Full match,No results,Not the top hit,0.26,104.04737,103.04009,31.256,385508407.3,28,2,83.8,9.2,,DDA for preferred ion,[M-H]-1,114636227.2,81279817.56,58.08246949,99.79226305,0.709,-0.5,0.533750844,0.895564102,6.6,,,3.9,4.3,5.5,2.8,3.9,,,,,5.5,3.9,6.2,,,3.2,3.2,,,5.5,6.6,,,2.8,5.1,,,5.5,5.8,
,FALSE,Purine,C5 H4 N4,No match,Invalid mass,No results,No match,-11.03,120.04227,119.035,10.468,366932334.2,15,1,61.6,8.1,,DDA for preferred ion,[M-H]-1,61267071.5,40607529.23,60.07866079,125.1304777,0.663,-0.59,0.977883575,0.996090091,6.6,1.3,5.8,,,1.3,,2,3.9,,1.3,,,2,,,,,,6.6,1.3,2,,,,,3.6,2.8,1.7,4.7,,
,FALSE,Purine,C5 H4 N4,No match,Invalid mass,No results,No match,-11.01,120.04227,119.035,10.334,366932334.2,15,1,61.5,8.1,,DDA for preferred ion,[M-H]-1,20625376.32,23911037.53,92.07185285,147.2829292,1.159,0.21,0.390991199,0.834835161,5.8,2.8,4.3,,,,,2.8,3.9,,1.3,3.9,2.4,2,,1.3,,,,5.5,1.3,,2.4,5.8,,2.8,1.7,,1.7,4.7,,
,FALSE,Purine,C5 H4 N4,No match,Invalid mass,No results,No match,-11.07,120.04227,119.03499,10.4,366932334.2,15,1,60.4,8,,DDA for preferred ion,[M-H]-1,19648804.27,20608306.02,91.48784221,151.540877,1.049,0.07,0.55651538,0.904209822,4.7,0.9,,,,1.3,,,4.7,,1.3,3.9,,2,,1.3,,,,,1.3,4.3,2.4,3.6,,,1.7,,1.7,4.7,,
,FALSE,Purine,C5 H4 N4,No match,Invalid mass,No results,No match,-11.19,120.04225,119.03498,10.668,366932334.2,15,1,60.3,8,,DDA for preferred ion,[M-H]-1,21328054.63,21098988.82,93.32965134,165.9627381,0.989,-0.02,0.943334084,0.988934309,5.6,0.9,,,,,4.5,1.7,5.1,,1.3,2.8,,2,,2.4,,,,,5.6,,2,,1.3,,,3.6,,4.1,,
,FALSE,3-Hydroxybutyric acid,C4 H8 O3,Full match,Full match,No results,Not the top hit,0.31,104.04738,103.0401,31.097,364050886.1,28,2,84.1,9.2,,DDA for preferred ion,[M-H]-1,206302898.5,135307389.9,35.70458525,55.55727129,0.656,-0.61,0.015321187,0.279067463,6.3,4.4,2.9,3.7,5.2,4.8,,5.2,4.4,4.8,3.3,4.1,5.6,5.5,3.9,3.2,3.9,3.2,3.2,3.9,3.9,,4.3,5.1,3.2,5.2,5.2,4.1,4.8,3.3,6.3,4.4
,FALSE,"{(3R,6R)-6-[(4-{[Benzyl(methyl)amino]methyl}-1H-1,2,3-triazol-1-yl)methyl]-1-azabicyclo[2.2.2]oct-3-yl}(1-pyrrolidinyl)methanone",C24 H34 N6 O,No match,Invalid mass,No results,No results,108945.12,468.28469,467.27741,3.228,363252175.3,0,1,53,25.5,,DDA for preferred ion,[M-H]-1,127048737.8,187543137.3,61.60690286,40.24148634,1.476,0.56,0.069257613,0.501368585,7,7,7,6.6,6.6,6.6,6.6,5.8,6.6,6.6,6.6,6.6,6.6,7,7,6.2,7,6.6,6.6,6.6,6.6,7,6.6,6.6,6.6,,,,,,,
,FALSE,,C18 H34 O7 S,Full match,No results,No results,No match,-0.49,394.20233,393.19506,1.2,363212755,3,0,,,,DDA for preferred ion,[M-H]-1,112291623.5,120000477.4,79.88856266,62.83576281,1.069,0.1,0.27601532,0.768788771,7,5.8,6.6,7,6.6,6.6,6.6,6.6,6.6,6.6,6.2,6.6,6.6,6.6,7,6.6,6.6,6.2,6.2,6.6,6.6,7,6.2,6.6,6.6,,,,,,,
,FALSE,,C23 H47 N3 O8 S,Full match,No results,No results,No match,-4.09,525.30624,524.29896,4.543,353890264.2,1,0,,,,No MS2,[M-H]-1,82847805.28,74674670.72,83.0075938,68.49873906,0.901,-0.15,0.490964178,0.87415089,5.8,,5.5,,5.1,4.3,,4.7,,3.6,,4.3,3.9,5.1,3.6,4.7,,5.1,3.9,3.9,,4.3,5.1,5.8,5.5,,,,,,,
,FALSE,,,No results,No results,No results,No results,,124.90934,123.90207,0.995,353111462.2,0,0,,,,DDA for preferred ion,[M-H]-1,231811267.4,258089884.9,23.21353389,20.57632757,1.113,0.15,0.480327889,0.871390191,5.5,,,,,,,,,,,,,,,,,,,,,,,,,4.3,5.5,3.2,3.6,,4.3,
,FALSE,3-Hydroxybutyric acid,C4 H8 O3,Full match,Full match,No results,Not the top hit,0.24,104.04737,103.04008,9.409,350547445.2,28,2,83,9.1,,DDA for preferred ion,[M-H]-1,69164990.23,28490754.25,111.8029215,70.91255833,0.412,-1.28,0.074631963,0.511897329,5.8,,2.8,2.4,1.7,1.3,,,,5.1,,5.8,1.3,,,2.4,2,3.6,3.9,2.8,,3.6,5.8,2.8,,,,,3.9,4.7,,
,FALSE,3-Hydroxybutyric acid,C4 H8 O3,Full match,Full match,No results,Not the top hit,0.43,104.04739,103.04011,9.293,350547445.2,28,2,83.4,9.2,,DDA for preferred ion,[M-H]-1,67786585.21,34720592,105.1724946,68.6527262,0.512,-0.97,0.115980664,0.602977518,5.8,,2.8,2.4,1.7,,,3.6,,,,5.8,1.3,,,5.8,,,3.9,2.8,3.2,,4.3,,,2.8,,2.8,3.9,3.9,,
,FALSE,,C28 H43 O4 P,Full match,No results,No results,No results,-0.85,474.28949,473.28222,3.053,349402226.8,0,0,,,,DDA for preferred ion,[M-H]-1,50716525.56,61074800.76,99.95889114,70.2618786,1.204,0.27,0.502442774,0.877858127,7,6.6,6.6,6.2,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,7,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,,,,,,,
,FALSE,,,No results,No results,No results,No results,,133.87514,132.86786,1.111,349059405.6,0,0,,,,DDA for preferred ion,[M-H]-1,157878242.4,217072006.7,48.18870511,39.83647321,1.375,0.46,0.122670902,0.618012597,7.1,6.2,6.6,6.6,6.6,6.6,6.6,6.6,6.2,6.2,6.6,6.6,6.6,7.1,7.1,7.1,6.7,6.7,7.1,7.1,7.1,6.7,7.1,7.1,7.1,3.9,5.5,4.3,5.5,4.7,5.5,
,FALSE,,C19 H38 N O4 P,Full match,No results,No results,No match,-5.13,375.25192,374.24464,1.323,344401057.4,1,0,,,,DDA for preferred ion,[M-H]-1,8730516.948,12204203.02,132.1270152,136.19106,1.398,0.48,0.974511713,0.995526618,7,6.6,6,6,6.6,7,6.6,6.4,6.6,6,6.6,6,6.6,6.6,7,6.6,6.4,6.6,6.2,6.6,6.2,6.4,6.6,6,6.6,,,,,,,
,FALSE,Chloromesyl chloride,C H2 Cl2 O2 S,Full match,No results,No results,Full match,2.57,147.91564,146.90836,1.16,338849650.3,1,0,,,,DDA for preferred ion,[M-H]-1,20292573.36,23756807.77,152.1611726,139.2202886,1.171,0.23,0.698891727,0.942245356,6.6,6.6,6.6,5.8,4.7,6.2,5.5,4.3,5.8,4.7,3.6,5.5,3.2,6.6,5.8,6.6,3.9,3.6,3.2,2.6,4.3,6.2,3.2,6.6,2.4,2.8,3.2,3.2,3.2,2.2,,1.3
,FALSE,PROPYLENE GLYCOL DILAURATE,C27 H52 O4,Full match,No results,No results,Full match,-0.82,440.3862,439.37892,13.253,337209124.8,57,0,,,,DDA for preferred ion,[M-H]-1,49398737.65,69818258.6,94.62209443,92.95144032,1.413,0.5,0.042115665,0.429169452,6.6,5.8,5.5,5.1,6.6,,,,,6.6,6.6,5.5,5.5,4.3,5.5,6.6,5.2,6.2,6.2,4.7,5.8,5.8,6.2,5.5,5.8,,,,,,,
,FALSE,"(+/-)9,10-dihydroxy-12Z-octadecenoic acid",C18 H34 O4,No match,Invalid mass,No results,No match,-57313.83,296.23508,295.22781,1.763,330896436.9,21,9,83.1,9.2,,DDA for preferred ion,[M-H]-1,89646160.22,99894980.75,50.44476512,62.33117018,1.114,0.16,0.197893301,0.703911473,7,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.2,6.6,6.6,7,6.6,6.6,6.6,6.6,7,6.6,6.6,6.6,6.6,6.6,6.6,,,,,,,
,FALSE,arg-his-lys,C18 H33 N9 O4,Full match,No results,No results,Not the top hit,8.95,439.26948,438.26221,2.209,330208714.3,6,0,,,,DDA for preferred ion,[M-H]-1,157824480.2,194928811.9,43.09787619,38.22932108,1.235,0.3,0.660000016,0.931959981,7.1,6.6,6.6,6.6,7,6.6,6.6,6.6,6.6,6.6,7,6.6,6.6,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,,,,,,,
,FALSE,,C25 H44 N4 O2,Full match,No results,No results,No match,-4.08,432.34466,477.34286,3.158,329634276.9,3,0,,,,DDA for preferred ion,[M+FA-H]-1,123015516,237626433.7,44.88181799,28.44829607,1.932,0.95,0.003599293,0.149760855,8,6.6,6.6,7,7,7,6.6,7,6.6,6.6,7,6.6,6.6,7.6,7.6,7.6,7.6,8,7.6,7.6,7.6,8,8,7.6,7.6,,,,,,,
,FALSE,"Methyl 9,10,12,13,15,16-hexamethoxyoctadecanoate",C25 H50 O8,Full match,No results,No results,Full match,-0.97,478.3501,477.34283,3.148,329634276.9,2,0,,,,DDA for preferred ion,[M-H]-1,123015516,237626433.7,44.88181799,28.44829607,1.932,0.95,0.003599293,0.149760855,8,6.6,6.6,7,7,7,6.6,7,6.6,6.6,7,6.6,6.6,7.6,7.6,7.6,7.6,8,7.6,7.6,7.6,8,8,7.6,7.6,,,,,,,
,FALSE,1H-Imidazol-4-ylacetonitrile,C5 H5 N3,Full match,No results,No results,Full match,-0.15,107.04833,106.04105,31.776,322895733.1,3,0,,,,No MS2,[M-H]-1,100538759.9,66493919.29,70.14463139,67.08934117,0.661,-0.6,0.315125104,0.797479974,4.1,4.1,,2.4,3.6,,3.9,2.8,,3.9,,1.3,2,,2.8,,,1.7,3.7,,,0.9,,2,,,,,,2.9,,
,FALSE,,C37 H58 N4 O4,Full match,No results,No results,No match,-3.13,622.44386,621.43658,8.861,321786111.9,3,0,,,,DDA for preferred ion,[M-H]-1,185006758.8,144581828.7,37.44653623,41.23229882,0.781,-0.36,0.062674621,0.486892814,7.1,4.8,7.1,6.7,6.7,7.1,6.7,7.1,6.7,7.1,5.6,7.1,6.7,6.6,6.6,6.2,6.6,6.6,6.2,6.2,6.6,3.9,6.2,6.2,6.6,,,,,,,
,FALSE,,C41 H75 N10 O5 P,Full match,No results,No results,No match,1.04,818.5668,817.55952,14.717,314286802.3,1,0,,,,DDA for preferred ion,[M-H]-1,114863967,76451338.06,62.06306878,56.92739,0.666,-0.59,0.250461591,0.744514729,7,7,6.2,5.5,7,6.6,6.6,6.6,6.6,6.2,6.6,6.6,6.6,6.6,6.6,7,5.5,6.2,6.2,6.2,6.6,6.2,6.6,4.7,6.2,,,,,,,
,FALSE,Erucic acid,C22 H42 O2,Full match,No results,No results,Full match,-1.12,338.3181,397.33194,10.979,313770525.5,30,0,,,,DDA for preferred ion,[M-H+HAc]-1,49710248.41,73750573.11,120.8032142,63.42932544,1.484,0.57,0.155156979,0.660110286,7,6.2,6.2,6.2,7,,,1,,6.2,3.2,3.9,4.7,3.9,6.6,6.2,4.3,5.5,5.1,5.5,5.1,5.8,,5.5,,,,,,,,
,FALSE,dilauroyl peroxide,C24 H46 O4,Full match,No results,No results,Full match,-0.69,398.33934,397.33206,10.924,313770525.5,78,0,,,,DDA for preferred ion,[M-H]-1,49710248.41,65329714.69,120.8339532,71.22597316,1.314,0.39,0.184073982,0.69382562,7,6.2,6.2,6.2,7,,,1,,6.2,3.2,3.9,4.7,3.9,6.6,6.2,4.3,5.5,5.1,5.5,5.1,5.8,3.9,5.5,4.7,,,,,,,
,FALSE,1-Palmitoyl-2-hydroxy-sn-glycero-3-PE,C21 H44 N O7 P,Full match,Invalid mass,No results,Full match,-0.98,453.2851,452.27782,2.697,308388089.7,4,10,,,59.2,DDA for preferred ion,[M-H]-1,151381691,187151415.9,40.62761768,29.84773998,1.236,0.31,0.77289274,0.960313787,8,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,8,7.6,7.6,8,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,,,,,,,
,FALSE,,C23 H49 N3 O6 P2,Full match,No results,No results,No match,-6.41,525.30629,524.29901,4.322,302190275.5,1,0,,,,DDA for preferred ion,[M-H]-1,83293498.44,78551468.37,68.50298437,53.86337291,0.943,-0.08,0.365014671,0.82546271,6.2,,5.8,,,,5.1,,,,6.2,,3.9,,,,,,4.3,,5.8,,,5.8,,,,,,,,
,FALSE,,,No results,No results,No results,No results,,208.87265,207.86537,32.854,298668371.8,0,0,,,,No MS2,[M-H]-1,35307093.97,31391611.65,124.0861311,56.54651493,0.889,-0.17,0.390306236,0.834835161,5.5,3.6,2.8,5.1,,,2.4,,5.1,1.7,3.9,2,,5.5,,,,3.2,5.1,2.4,4.7,2.4,3.6,,5.1,3.2,4.7,4.7,5.1,2,,3.9
,FALSE,Purine,C5 H4 N4,No match,Invalid mass,No results,No match,-10.93,120.04228,119.03501,31.196,298667909.3,15,1,60.5,8,,DDA for preferred ion,[M-H]-1,178267683.7,117931529.1,43.08230598,51.07594891,0.662,-0.6,0.107508376,0.58618965,6.2,3.2,,,,3.6,1.3,5.1,,3.2,,,,6.2,,2.4,2,,0.9,5.5,,,,4.3,,,5.2,2.6,,,3.7,
,FALSE,16-Hydroxyhexadecanoic acid,C16 H32 O3,Full match,Full match,No results,Full match,0.12,272.23518,271.2279,2.958,298100620.4,28,1,50.7,7.5,,DDA for preferred ion,[M-H]-1,45968987.49,42082915.62,47.37504088,119.4688315,0.915,-0.13,0.744645176,0.956518281,7,6.6,6.6,7,6.6,6.6,6.6,6.6,7,6.6,6.6,5.8,6.6,6.6,6.6,6.6,6.6,6.6,6.6,7,6.6,6.6,6.6,6.6,6.6,,,,,,,2.1
,FALSE,Ethosuximide,C7 H11 N O2,Full match,No results,No results,Full match,-0.01,141.07898,140.0717,9.417,297509437.4,37,0,,,,No MS2,[M-H]-1,15583057.57,6196189.961,203.7549511,183.3956419,0.398,-1.33,0.220203079,0.722432625,5.4,1.7,,2.4,,,4.3,1.7,,2.8,,,,,,2.6,,3.2,,,5.4,2.4,,2.4,3.3,,,0.9,1.7,1.3,,
,FALSE,,C H Br Cl N O4,Full match,No results,No results,No results,-7.24,204.87626,203.86899,31.716,292107469.6,0,0,,,,DDA for preferred ion,[M-H]-1,25394451.12,24169098.93,165.6904055,37.76966109,0.952,-0.07,0.694264908,0.940355405,6,3.9,3.6,,5.8,,4.7,,,,,,5.1,,,4.8,2.6,4.4,,,4.4,,,4.4,6,2.8,,,,,,
,FALSE,(−)-Andrographolide,C20 H30 O5,Full match,No results,No results,Full match,-0.68,350.20908,349.20178,1.246,288950146.4,59,0,,,,No MS2,[M-H]-1,58458116.93,85140633.18,43.96750458,68.61115745,1.456,0.54,0.018539547,0.301652593,6.6,6.2,6.6,6.2,6.2,5.5,5.1,5.8,5.8,5.8,6.2,5.8,6.6,6.2,5.8,6.2,5.8,6.2,6.2,5.8,6.2,6.2,6.6,6.6,6.6,,,,,,,
